product,piece,kg,l,ml,price_gel,kcal,fats,carbs,protein,kcal_per_package,fats_per_package,carbs_per_package,protein_per_package
"შოკოლადის კვერცხი სიურპიზით და ფანეტელბით ""ქოსბი"" ბიჭისთვის",0,0.02,0,0,3.2,520,30,55,5,104,6,11,1
"შოკოლადის კვერცხი სიურპრიზით ""ქინდერი""",0,0.02,0,0,4.35,565,35,52,7,113,7,10.4,1.4
"შოკოლადის კვერცხი სიურპიზით და ფანეტელბით ""ქოსბი"" გოგოსთვის",0,0.02,0,0,3.2,520,30,55,5,104,6,11,1
"შოკოლადის კვერცხი სიურპრიზით ""ოზმო""",0,0.02,0,0,3.75,530,32,54,4.5,106,6.4,10.8,0.9
"ჟელიბონი ""ბებეტო"" ბელთი",0,0.075,0,0,3.95,345,0.2,85,2,258.75,0.15,63.75,1.5
"კექსი ""ოზმო"" ოგოპოგო",0,0.034,0,0,1.3,420,18,60,4,142.8,6.12,20.4,1.36
"ბისკვიტი ""ქინდერი"" დელისი შოკოლადით",0,0.042,0,0,2.2,490,25,62,5.5,205.8,10.5,26.04,2.31
"ჟელიბონი ""ჰარიბო"" ოქროს დათვები",0,0.08,0,0,4.5,340,0.1,84,2.5,272,0.08,67.2,2
"ჟელიბონი ""ჰარიბო"" კოლა",0,0.08,0,0,4.5,335,0.2,83,2,268,0.16,66.4,1.6
"ჟელიბონი ""ჰარიბო"" მატლები",0,0.08,0,0,4.5,350,0.3,86,2.2,280,0.24,68.8,1.76
"ჟელიბონი ""ბებეტო"" თასმები",0,0.075,0,0,3.95,355,0.4,87,1.8,266.25,0.3,65.25,1.35
"ზეფირი ""ფანი"" კონუსი",0,0.175,0,0,5.5,380,2,82,3,665,3.5,143.5,5.25
"ხილის ფაფა ""აგუშა"" ვაშლი-მაყვალი-ჟოლო",0,0.09,0,0,2.6,85,0.5,18,0.5,76.5,0.45,16.2,0.45
"ხილის ფაფა ""აგუშა"" მულტიხილი",0,0.09,0,0,2.6,82,0.4,19,0.4,73.8,0.36,17.1,0.36
"ხილის ფაფა ""აგუშა"" ვაშლი",0,0.09,0,0,2.6,80,0.3,20,0.3,72,0.27,18,0.27
"ჟელიბონი ""ჰარიბო"" ვარსკვლავების მიქსი",0,0.08,0,0,4.5,340,0.2,83,2.2,272,0.16,66.4,1.76
"ხილის ფაფა ""აგუშა"" ვაშლი-მარწყვი-ჟოლო",0,0.09,0,0,2.6,82,0.4,19,0.4,73.8,0.36,17.1,0.36
"ხილის ფაფა ""აგუშა"" ვაშლი-ატამი",0,0.09,0,0,2.6,80,0.3,20,0.3,72,0.27,18,0.27
"საღეჭი რეზინი ""ფანი"" ხილის",0,0.075,0,0,2.95,360,0.5,88,2,270,0.375,66,1.5
"ხილის ფაფა ""აგუშა"" მსხალი",0,0.09,0,0,2.6,78,0.2,19,0.2,70.2,0.18,17.1,0.18
"ხილის ფაფა ""აგუშა"" ვაშლი-ბანანი-ნამცხვარი",0,0.09,0,0,2.6,81,0.3,19,0.4,72.9,0.27,17.1,0.36
"ხილის ფაფა ""აგუშა"" ვაშლი-მსხალი-ბანანი-მანგო",0,0.09,0,0,2.6,83,0.4,18,0.3,74.7,0.36,16.2,0.27
"კანფეტი სიურპრიზით ""ოკინ"" გოგოსთვის",1,0,0,0,9.9,450,15,75,4,450,9.9,450,15
"კანფეტი სიურპრიზით ""ოკინ"" ბიჭისთვის",1,0,0,0,9.9,450,15,75,4,450,9.9,450,15
"ზეფირი ""ბებეტო"" ფერების მიქსი",0,0.03,0,0,2.5,375,1.5,85,2.5,112.5,0.45,25.5,0.75
"ზეფირი ""ბებეტო"" ცისარტყელა",0,0.06,0,0,3.95,370,1.2,86,2.3,222,0.72,51.6,1.38
"შოკოლადის კვერცხი სიურპიზით ""ქინდერი"" ჯოი",0,0.02,0,0,4.2,570,36,50,7,114,7.2,10,1.4
"ზეფირი ""ბებეტო"" როლერი",0,0.06,0,0,3.95,380,1.8,84,2.8,228,1.08,50.4,1.68
"საღეჭი რეზინი ""დიროლი"" საზამთროს და ნესვის კოქტეილი",0,0.0132,0,0,1.4,350,0.3,86,1.5,46.2,0.0396,11.352,0.198
"საღეჭი რეზინი ""დიროლი"" საზამთრო",0,0.0136,0,0,1.4,355,0.2,87,1.2,48.28,0.0272,11.832,0.1632
"საღეჭი რეზინი ""დიროლი"" პიტნის გამყინვარება",0,0.0136,0,0,1.4,350,0.2,86,1.2,47.6,0.0272,11.696,0.1632
"საღეჭი რეზინი ""დიროლი"" ალუბლისა და მარწყვის არომატით",0,0.0136,0,0,1.4,355,0.3,87,1.5,48.28,0.0408,11.832,0.204
"საღეჭი რეზინი ""დიროლი"" XXL ხილის მიქსი",0,0.019,0,0,1.95,360,0.4,88,1.8,68.4,0.076,16.72,0.342
"საღეჭი რეზინი ""დიროლი"" პიტნა",0,0.0136,0,0,1.4,350,0.2,86,1.2,47.6,0.0272,11.696,0.1632
"საღეჭი რეზინი ""დიროლი"" შავი პიტნის გემოთი",0,0.0136,0,0,1.4,355,0.3,87,1.5,48.28,0.0408,11.832,0.204
"საღეჭი რეზინი ""დიროლი"" პიტნა",0,0.0195,0,0,2.7,350,0.2,86,1.2,68.25,0.039,16.77,0.234
"საღეჭი რეზინი ""დიროლი"" იქს-ფრეში საზამთრო",0,0.018,0,0,2.1,345,0.1,85,1,62.1,0.018,15.3,0.18
"საღეჭი რეზინი ""დიროლი"" ხილის ასორტით საბავშვო",0,0.0135,0,0,1.4,360,0.5,88,2,48.6,0.0675,11.88,0.27
"საღეჭი რეზინი ""დიროლი"" ლაიმი და მარწყვი",0,0.0195,0,0,2.7,355,0.3,87,1.5,69.225,0.0585,16.965,0.2925
"საღეჭი რეზინი ""დიროლი"" XXL მარწყვის მიქსი",0,0.019,0,0,1.95,365,0.5,89,2,69.35,0.095,16.91,0.38
"საღეჭი რეზინი ""დიროლი"" იქს-ფრეში მოცვი და ციტრუსი",0,0.016,0,0,2.1,350,0.2,86,1.2,56,0.032,13.76,0.192
"კანფეტი დრაჟე ""სქითლს"" ხილი",0,0.038,0,0,2.2,420,8,82,2,159.6,3.04,31.16,0.76
"შოკოლადის დრაჟე ""m & m"" მიწის თხილთ",0,0.045,0,0,2.5,500,25,60,6,225,11.25,27,2.7
"კანფეტი დრაჟე ""სქითლს"" ტყის კენკრა",0,0.038,0,0,2.2,415,7,84,2.2,157.7,2.66,31.92,0.836
"კანფეტი დრაჟე ""ტიკ-ტაკი"" მენთოლის გემოთი",0,0.016,0,0,2.55,380,2,85,1.5,60.8,0.32,13.6,0.24
"კანფეტი დრაჟე ""ტიკ-ტაკი"" ფორთოხლის გემოთი",0,0.016,0,0,2.55,375,1.8,86,1.2,60,0.288,13.76,0.192
"კანფეტი საღეჭი ""მენთოსი"" ხილის ასორტი",0,0.037,0,0,1.85,360,0.5,88,1.8,133.2,0.185,32.56,0.666
"შოკოლადის დრაჟე ""m & m""",0,0.045,0,0,2.5,490,24,62,5.5,220.5,10.8,27.9,2.475
"ირისი ""მელერი"" შოკოლადი (ყავისფერი)",0,0.038,0,0,1.85,440,12,78,2.5,167.2,4.56,29.64,0.95
"კანფეტი საღეჭი ""ჩუპა ჩუპსი"" კოლა",0,0.047,0,0,2.4,365,0.5,89,2,171.55,0.235,41.83,0.94
"საღეჭი რეზინი ""ბებეტო""",0,0.03,0,0,2.95,355,0.3,87,1.5,106.5,0.09,26.1,0.45
"კანფეტი საღეჭი ""ტოფიტა"" ალუბლის",0,0.047,0,0,1.6,370,0.4,92,1.5,173.9,0.188,43.24,0.705
"კანფეტი საღეჭი ""ტოფიტა"" მარწყვის",0,0.047,0,0,1.6,370,0.4,92,1.5,173.9,0.188,43.24,0.705
"კანფეტი დრაჟე ""ბებეტო"" ხილის მიქსი",0,0.036,0,0,2.55,420,8,82,2,151.2,2.88,29.52,0.72
"კანფეტი დრაჟე ""ბებეტო"" ტროპიკული ხილი",0,0.036,0,0,2.55,415,7,84,2.2,149.4,2.52,30.24,0.792
"ნაყინი ჭიქის ""თოლია"" ვანილის",0,0,0,110,1.2,220,12,25,3,242,13.2,27.5,3.3
"ნაყინი ჯოხზე ""თოლია"" შოკოლადის/შავი შოკოლადის სარკალში",0,0,0,95,1.2,320,20,32,4,304,19,30.4,3.8
"ნაყინი ჯოხზე ""თოლია"" ვანილის/რძიანი შოკოლადის სარკალში",0,0,0,95,1.2,310,19,31,3.5,294.5,18.05,29.45,3.325
"ნაყინი ""ნუვო"" შოკოლადის/შესქელებული რძით/შავი შოკოლადის სარკალში",0,0,0,130,2.5,280,16,30,3.2,364,20.8,39,4.16
"ნაყინი სენდვიჩი ""თოლია""",0,0,0,110,1.8,260,14,28,3.5,286,15.4,30.8,3.85
"ნაყინი ჭიქის ""თოლია"" შოკოლადის",0,0,0,110,1.2,230,13,26,3,253,14.3,28.6,3.3
"ნაყინი ""ნუვო"" ვანილის/კარამელით/რძიანი შოკოლადის სარკალში",0,0,0,130,2.5,275,15,29,3.8,357.5,19.5,37.7,4.94
"ნაყინი სენდვიჩი ""ჯენიო"" რძიანი შოკოლადით",0,0,0,135,2.5,250,14,27,3.2,337.5,18.9,36.45,4.32
"ნაყინი სენდვიჩი ""თოლია"" ვანილის/ნამცხვრის ფირფიტებით",0,0,0,110,1.8,265,15,28,3.5,291.5,16.5,30.8,3.85
"ნაყინი ""ლოლო"" მარწყვის",0,0,0,120,1.8,190,10,22,2,228,12,26.4,2.4
"ნაყინი ჭიქის ""თოლია"" კრემბრულე",0,0,0,110,1.2,240,14,26,3.2,264,15.4,28.6,3.52
"ნაყინი ჯოხზე ""ესკიმა"" შოკოლადის/შავი შოკოლადის სარკალში არაქისით",0,0,0,130,1.8,340,22,30,4,442,28.6,39,5.2
"ნაყინი ესკიმო ""ინდიგო"" თხილის შოკოლადით",0,0,0,130,3.5,330,21,29,3.8,429,27.3,37.7,4.94
"ნაყინი ""ლოლო"" ვანილის",0,0,0,120,1.8,200,11,23,2.5,240,13.2,27.6,3
"ნაყინი ჯოხზე ""ინდიგო"" ვანილის/რძიანი შოკოლადის სარკალში",0,0,0,130,3.5,300,18,31,3.5,390,23.4,40.3,4.55
"შოკოლადის ნაყინი ჯოხზე ""ინდიგო"" შავი შოკოლადის სარკალში",0,0,0,130,3.5,310,19,31,3.8,403,24.7,40.3,4.94
"ნაყინი ესკიმო ""ინდიგო"" ნუშის თეთრი შოკოლადით",0,0,0,130,3.5,340,22,30,4,442,28.6,39,5.2
"ნაყინი ჭიქის ""თოლია"" ვანილის/მარწყვის ჯემით",0,0,0,110,1.2,210,12,24,3,231,13.2,26.4,3.3
"ნაყინი ჭიქის ""თოლია"" ვანილი/შოკოლადი",0,0,0,110,1.2,225,13,25,3.2,247.5,14.3,27.5,3.52
"ნაყინი სიურპრიზით ""სკუპი"" ვანილის/რძიანი შოკოლადის ბურთულებით /ბიჭი/",0,0.06,0,0,3.9,290,17,28,3.5,174,10.2,16.8,2.1
"ნაყინი სიურპრიზით ""სკუპი"" ვანილის/რძიანი შოკოლადის ბურთულებით /გოგო/",0,0.06,0,0,3.9,290,17,28,3.5,174,10.2,16.8,2.1
"ნაყინი ჯოხზე ""თოლია"" ვანილი/რძიანი შოკოლადი",0,0,0,130,1.8,305,18,30,3.7,396.5,23.4,39,4.81
"ნაყინი სენდვიჩი ""თოლია"" კრემ-ბრიულე",0,0,0,110,1.8,255,14,27,3.3,280.5,15.4,29.7,3.63
"ნაყინი ჭიქის ""თოლია"" ვანილის/კარამელით",0,0,0,110,1.2,235,13,26,3.2,258.5,14.3,28.6,3.52
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი/კრემ-ბრულე",0,0,0,5000,29,240,14,26,3.5,12000,700,1300,175
"ნაყინი საოჯახო ""თოლია"" ვანილის",0,0,0,1000,7.8,200,11,23,2.8,2000,110,230,28
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი",0,0,0,1000,7.8,200,11,23,2.8,2000,110,230,28
"ნაყინი საოჯახო ""თოლია"" კრემბრიულე",0,0,0,1000,7.8,240,14,26,3.5,2400,140,260,35
"ნაყინი საოჯახო ""თოლია"" შოკოლადის",0,0,0,1000,7.8,245,14,26,3.6,2450,140,260,36
"ნაყინი საოჯახო ""თოლია"" ვანილის",0,0,0,2000,13.8,200,11,23,2.8,4000,220,460,56
"ნაყინი საოჯახო ""თოლია"" ვანილის",0,0,0,5000,29,200,11,23,2.8,10000,550,1150,140
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი",0,0,0,2000,13.8,200,11,23,2.8,4000,220,460,56
"ნაყინი საოჯახო ""თოლია"" ვანილი/შოკოლადი/მარწყვი",0,0,0,2000,13.8,205,11,24,2.9,4100,220,480,58
"ნაყინი საოჯახო ""თოლია"" ვანილის/მარწყვის ჯემით",0,0,0,1000,7.8,200,11,23,2.8,2000,110,230,28
"ნაყინი საოჯახო ""თოლია"" მარწყვი",0,0,0,1000,7.8,195,10,22,2.5,1950,100,220,25
ჰალვა მზესუმზირის „მააგ“,0,0.2,0,0,1.99,520,30,55,8,1040,60,110,16
ჰალვა მზესუმზირის „მააგ“ არაქისით,0,0.2,0,0,2.8,540,35,50,10,1080,70,100,20
"გოზინაყი მზესუმზირის ""აზოვი""",0,0.15,0,0,1.65,510,28,58,7,765,42,87,10.5
"რაჰათ-ლუქუმი ""აზოვი"" ხილის მიქსი",0,0.2,0,0,3.8,380,1,92,1.5,760,2,184,3
"გოზინაყი მზესუმზირის ""აზოვი"" ასორტი",0,0.28,0,0,3.99,515,29,56,8,1442,81.2,156.8,22.4
"გოზინაყი მიწის თხილის ""სანდომი""",0,0.5,0,0,12.5,530,32,54,9,2650,160,270,45
"ჰალვა მზესუმზირის დიაბეტური ""ხბფ"" ცარსკაია ფრუქტოზაზე",0,0.18,0,0,3.45,450,25,50,6,810,45,90,10.8
"მინი კრუასანი ""7 Days"" კაკაოს კრემით",0,0.06,0,0,2.6,430,22,55,6,258,13.2,33,3.6
"მინი კრუასანი ""7 Days"" კაკაოს კრემით",0,0.185,0,0,6.5,430,22,55,6,795.5,40.7,101.75,11.1
"მიდი კრუასანი ""7 Days"" ვანილის და კაკაოს კრემით",0,0.06,0,0,2.3,440,24,53,5.5,264,14.4,31.8,3.3
"მინი კრუასანი ""ჩიპიკაო"" კაკაოს კრემით",0,0.06,0,0,2.6,420,20,58,5,252,12,34.8,3
"მიდი კრუასანი ""ჩიპიკაო"" კაკაოს კრემით",0,0.06,0,0,2.3,420,20,58,5,252,12,34.8,3
"ზეფირი ""ბელო-როზოვი"" ვანილის და ჟოლოს გემოთი",0,0.26,0,0,5.45,370,1.5,85,2,962,3.9,221,5.2
"ნამცხვარი ""ტკბილი ქვეყანა"" მედოკი",0,0.5,0,0,9.95,480,25,60,4,2400,125,300,20
"ნაზუქი ""ვინილი""",0,0.33,0,0,2.5,500,28,55,3.5,1650,92.4,181.5,11.55
"ფახლავა ""ტიფლის ბაქლავა"" თურქული 12ც",1,0,0,0,10.99,460,26,52,5,460,10.99,460,26
"დუბაის ფახლავა ""ტიფლის ბაქლავა"" 2ც",1,0,0,0,9.95,470,27,50,4.5,470,9.95,470,27
"ღვინო თეთრი ""თელიანი ველი"" წინანდალი (მშრალი)",0,0,0.75,0,15.95,80,0,2,0.1,600,0,15,0.75
"ღვინო თეთრი ""თელიანი ველი"" ალაზნის ველი",0,0,0.75,0,10.95,82,0,2.2,0.1,615,0,16.5,0.75
ღვინო თეთრი „ვაზისა“ კლასიკური (მშრალი),0,0,0.75,0,17.95,78,0,1.8,0.1,585,0,13.5,0.75
ღვინო ქარვისფერი „ვაზისა“ ქვევრი (მშრალი),0,0,0.75,0,18.95,85,0,2.5,0.2,637.5,0,18.75,1.5
"ღვინო თეთრი ""თელიანი ველი"" მწვანე (მშრალი)",0,0,0.75,0,11.95,80,0,2,0.1,600,0,15,0.75
ღვინო თეთრი „კიმელი“ რქაწითელი (მშრალი),0,0,0.75,0,14.95,79,0,2,0.1,592.5,0,15,0.75
"ღვინო წითელი ""თელიანი ველი"" ალაზნის ველი (ნ/ტკბილი)",0,0,0.75,0,12.95,83,0,2.5,0.1,622.5,0,18.75,0.75
"ღვინო წითელი ""თელიანი ველი"" ქინძმარაული (ნ/ტკბილი)",0,0,0.75,0,27.95,84,0,2.6,0.1,630,0,19.5,0.75
"ღვინო წითელი ""თელიანი ველი"" საფერავი (მშრალი)",0,0,0.75,0,18.95,82,0,2.3,0.1,615,0,17.25,0.75
ღვინო წითელი „ვაზისა“ საფერავი (მშრალი),0,0,0.75,0,19.95,82,0,2.3,0.1,615,0,17.25,0.75
ღვინო წითელი „კიმელი“ ქინძმარაული (ნ/ტკბილი),0,0,0.75,0,19.95,85,0,2.8,0.1,637.5,0,21,0.75
"ღვინო ცქრიალა ""მუხრანი"" კლასიკური (ბრუტი)",0,0,0.75,0,12.95,75,0,4,0.1,562.5,0,30,0.75
"ღვინო ცქრიალა ""ფიორელი"" ფრაგოლინო ბიანკო 7%",0,0,0.75,0,14.95,72,0,3.5,0.1,540,0,26.25,0.75
"ლუდი ""ბავარია"" (შუშა)",0,0,0.5,0,4.5,42,0,3.5,0.4,210,0,17.5,2
"ლუდი ""ეფესი"" (შუშა)",0,0,0.45,0,5.3,43,0,3.6,0.4,193.5,0,16.2,1.8
"არაყი ""სერებრიანი კუპაჟ"" 40%",0,0,0.7,0,14.95,231,0,0,0,1617,0,0,0
"არაყი ""ნემიროვი"" დელიკატი",0,0,0.7,0,24.95,230,0,0,0,1610,0,0,0
"ვისკი ""JACK DANIELS"" 40%",0,0,0.7,0,99.95,231,0,0,0,1617,0,0,0
"ვისკი ""JOHN JAMESON"" 40%",0,0,0.7,0,99.95,230,0,0,0,1610,0,0,0
"ვისკი ""Clan Macgregor"" 40%",0,0,1,0,49.95,231,0,0,0,2310,0,0,0
"ვისკი ""JOHNNIE WALKER"" წითელი 40%",0,0,0.5,0,47.95,231,0,0,0,1155,0,0,0
"ვისკი ""Clan Macgregor"" 40%",0,0,0.5,0,29.95,231,0,0,0,1155,0,0,0
"ვისკი ""JACK DANIELS"" Honey",0,0,0.7,0,99.95,235,0,0.5,0,1645,0,3.5,0
"ტეკილა ""Sierra"" სილვერი 38%",0,0,0.7,0,59.95,225,0,0,0,1575,0,0,0
"ჯინი ""Beefeater""",0,0,0.7,0,74.95,235,0,0,0,1645,0,0,0
"ლიქიორი ""BAILEY'S"" 17%",0,0,0.5,0,54.95,330,0,30,0.5,1650,0,150,2.5
"მარტინი ""BIANCO"" 16%",0,0,1,0,54.95,140,0,13,0,1400,0,130,0
"მარტინი ""BIANCO"" 16%",0,0,0.5,0,29.95,140,0,13,0,700,0,65,0
"წყალი სასმელი ""ბაკურიანი"" ციტრუსი",0,0,0.5,0,1.6,40,0,10,0,200,0,50,0
"ცივი ყავა ""MOON WALKER"" კაპუჩინო",0,0,0,240,3.95,55,0,14,0.2,132,0,33.6,0.48
"გამაგრილებელი სასმელი ""iCola""",0,0,0.5,0,0.99,42,0,10.6,0,210,0,53,0
"გამაგრილებელი სასმელი ""iCola""",0,0,2,0,2.95,42,0,10.6,0,840,0,212,0
"გამაგრილებელი სასმელი ""პეპსი""",0,0,2.25,0,3.95,41,0,11,0,922.5,0,247.5,0
"გამაგრილებელი სასმელი ""პეპსი"" ბლექი",0,0,2.25,0,3.95,38,0,9.5,0,855,0,213.75,0
"გამაგრილებელი სასმელი ""პეპსი"" ლიმონი",0,0,0.5,0,1.75,40,0,10,0,200,0,50,0
"ცივი ჩაი ""ლიპტონ"" ჟოლო",0,0,0.5,0,2.3,25,0,6,0,125,0,30,0
"ლიმონათი ""ნატახტარი"" მსხალი",0,0,2,0,4.75,50,0,12,0,1000,0,240,0
"ლიმონათი ""ნატახტარი"" ტარხუნა",0,0,2,0,4.75,48,0,12,0,960,0,240,0
"ლიმონათი ""ნატახტარი"" ლიმონი",0,0,1,0,3.15,49,0,12.5,0,490,0,125,0
"ლიმონათი ""ნატახტარი"" ლიმონი",0,0,2,0,4.75,49,0,12.5,0,980,0,250,0
"ლიმონათი ""ბორჯომი"" მსხალი (შუშა)",0,0,0.5,0,3.45,48,0,12,0,240,0,60,0
"ლიმონათი ""ნატახტარი"" მსხალი",0,0,1,0,3.15,50,0,12,0,500,0,120,0
"ლიმონათი ""ნატახტარი"" ნაღები",0,0,2,0,4.75,48,0,12,0,960,0,240,0
"ლიმონათი ""ნატახტარი"" ნაღები",0,0,1,0,3.15,48,0,12,0,480,0,120,0
"ლიმონათი ""ნატახტარი"" ტარხუნა",0,0,1,0,3.15,48,0,12,0,480,0,120,0
"ლიმონათი ""ნატახტარი"" მსხალი 0 კალორიით",0,0,1,0,3.15,5,0,1.2,0,50,0,12,0
"ლიმონათი ""ბორჯომი"" ტარხუნა (შუშა)",0,0,0.5,0,3.15,48,0,12,0,240,0,60,0
ლიმონათი „ნატახტარი“ ფეიხოა,0,0,1,0,3.45,49,0,12.5,0,490,0,125,0
"ლიმონათი ""ბორჯომი"" მსხალი",0,0,0.33,0,3.15,48,0,12,0,158.4,0,39.6,0
"ლიმონათი ""ნატახტარი"" მსხალი (პეტი)",0,0,0.5,0,2.75,50,0,12,0,250,0,60,0
"წვენი ""ჰოპი"" ბროწეული (ტეტრაპაკი)",0,0,1,0,1.99,45,0,11,0.2,450,0,110,2
"წვენი ""აგუშა"" მსხალი (პაუჩი)",0,0,0.2,0,2.55,52,0,13,0.1,104,0,26,0.2
"წვენი ""სანდორა"" ფორთოხალი-მანდარინი (ტეტრაპაკი)",0,0,0.95,0,2.1,48,0,12,0.1,456,0,114,0.95
"წვენი ""სანდორა"" გრეიპფრუტი (ტეტრაპაკი)",0,0,0.95,0,5.95,42,0,10,0.1,399,0,95,0.95
"წვენი ""აგუშა"" ვაშლი (პაუჩი)",0,0,0.2,0,5.95,46,0,11.5,0.1,92,0,23,0.2
"წვენი ""აგუშა"" ვაშლი-ატამი (პაუჩი)",0,0,0.2,0,2.1,47,0,11.8,0.1,94,0,23.6,0.2
"წვენი ""ლავი"" გარგარი (ტეტრაპაკი)",0,0,1,0,2.1,50,0,12.5,0.2,500,0,125,2
"ენერგეტიკული სასმელი ""iENERGY""",0,0,0.33,0,3.75,45,0,11,0,148.5,0,36.3,0
ენერგეტიკული სასმელი ”რედ ბულ”,0,0,0.25,0,1.2,45,0,11,0,112.5,0,27.5,0
"ღვინო თეთრი ""ალავი"" კახური (მშრალი)",0,0,1,0,4.3,80,0,2,0.1,800,0,20,1
"ღვინო თეთრი ""სმური"" კახური (მშრალი)",0,0,0.75,0,5.5,79,0,2,0.1,592.5,0,15,0.75
"ღვინო თეთრი ""სმური"" ევროპული (მშრალი)",0,0,0.75,0,8.5,78,0,1.8,0.1,585,0,13.5,0.75
ღვინო წითელი''გონაძე'' ხვანჭკარა (ნ/ტკბილი),0,0,0.75,0,39.95,84,0,2.6,0.1,630,0,19.5,0.75
"ღვინო წითელი ""სმური"" საფერავი (მშრალი)",0,0,0.75,0,7.5,82,0,2.3,0.1,615,0,17.25,0.75
"ღვინო წითელი ""სმური"" ალაზნის ველი (ტკბილი)",0,0,0.75,0,7.5,95,0,6,0.1,712.5,0,45,0.75
"ღვინო თეთრი ""ალავი"" კახური (მშრალი)",0,0,5,0,29.95,80,0,2,0.1,4000,0,100,5
"ღვინო ცქრიალა ""ბაგრატიონი"" კლასიკური (ნ/ტკბილი)",0,0,0.75,0,15.95,82,0,4,0.1,615,0,30,0.75
"ღვინო ცქრიალა ""ბაგრატიონი"" კლასიკური (ნ/მშრალი)",0,0,0.75,0,15.95,78,0,3,0.1,585,0,22.5,0.75
"ლუდი ""ნატახტარი"" ექსტრა 8% (ქილა)",0,0,0.5,0,4.95,55,0,5,0.5,275,0,25,2.5
"ლუდი ""ქარვა"" (ქილა)",0,0,0.5,0,3.45,45,0,4,0.4,225,0,20,2
"ლუდი ""ლოვენბრაუ"" (ქილა)",0,0,0.5,0,4.95,47,0,4.2,0.4,235,0,21,2
"ლუდი ""შავი ლომი"" IPA (შუშა)",0,0,0.5,0,6.95,50,0,4.5,0.5,250,0,22.5,2.5
"ლუდი ""ნატახტარი"" (ქილა)",0,0,0.5,0,4.3,42,0,3.5,0.4,210,0,17.5,2
"ლუდი ""ეფეს"" (ქილა)",0,0,0.5,0,5.3,43,0,3.6,0.4,215,0,18,2
"ლუდი ""ჰაინეკენი"" (ქილა)",0,0,0.5,0,5.4,42,0,3.5,0.4,210,0,17.5,2
"ლუდი ""აილუდი"" (პეტი)",0,0,2.5,0,6.49,40,0,3.2,0.3,1000,0,80,7.5
"ლუდი ""ლოვენბრაუ"" (პეტი)",0,0,2.5,0,16.25,47,0,4.2,0.4,1175,0,105,10
"ლუდი ""ქარვა"" (პეტი)",0,0,2.5,0,15.3,45,0,4,0.4,1125,0,100,10
"ლუდი ""კასრის"" (პეტი)",0,0,1.5,0,8.65,38,0,3,0.3,570,0,45,4.5
"ლუდი ""ნატახტარი"" (პეტი)",0,0,2.35,0,13.95,42,0,3.5,0.4,987,0,82.25,9.4
"ლუდი ""ლოვენბრაუ""",0,0,0.5,0,4.95,47,0,4.2,0.4,235,0,21,2
"ლუდი ""კორონა"" ექსტრა",0,0,0.355,0,6.95,41,0,3.3,0.3,145.55,0,11.715,1.065
"ლუდი ""ქარვა""",0,0,0.5,0,4.65,45,0,4,0.4,225,0,20,2
"ლუდი ""ნატახტარი""",0,0,0.5,0,4.3,42,0,3.5,0.4,210,0,17.5,2
"ლუდი ""ტაატი"" ნეიპა (შუშა)",0,0,0.5,0,6.95,48,0,4.5,0.5,240,0,22.5,2.5
"ლუდი ""ბექსი"" (შუშა)",0,0,0.5,0,6.65,42,0,3.5,0.4,210,0,17.5,2
"ლუდი ""კასრის""",0,0,0.5,0,4.3,38,0,3,0.3,190,0,15,1.5
"ლუდი ""ჟიგული""",0,0,0.9,0,7.7,40,0,3.2,0.3,360,0,28.8,2.7
"ლუდი ""ჰაინეკენი""",0,0,0.5,0,5.95,42,0,3.5,0.4,210,0,17.5,2
"კოქტეილი ""შეიკი"" სექსი პლაჟზე",0,0,0.33,0,4.25,95,0,12,0,313.5,0,39.6,0
"არაყი ""უროჟაი"" 40%",0,0,0.25,0,6.5,231,0,0,0,577.5,0,0,0
"არაყი ""ხორტიცა"" აისი",0,0,0.7,0,22.95,230,0,0,0,1610,0,0,0
"არაყი ""სტოლიჩნაია""",0,0,0.7,0,34.95,231,0,0,0,1617,0,0,0
"არაყი ""ხორტიცა"" კლასიკი",0,0,0.7,0,20.95,230,0,0,0,1610,0,0,0
"არაყი ""უროჟაი"" 40%",0,0,0.5,0,8.99,231,0,0,0,1155,0,0,0
"არაყი ""აბსოლუტი"" ბლუ 40%",0,0,1,0,59.95,231,0,0,0,2310,0,0,0
"არაყი ""ფინლანდია"" 40%",0,0,1,0,59.95,231,0,0,0,2310,0,0,0
"არაყი ""სტოლიჩნაია"" ექსელენთი",0,0,0.7,0,39.95,231,0,0,0,1617,0,0,0
"არაყი ""ფინლანდია"" 40%",0,0,0.5,0,22.99,231,0,0,0,1155,0,0,0
"ბრენდი ""სარაჯიშვილი"" 3*",0,0,0.2,0,13.95,230,0,0,0,460,0,0,0
"ბრენდი ""სარაჯიშვილი"" 3*",0,0,0.5,0,23.5,230,0,0,0,1150,0,0,0
"ბრენდი ""St-Remy"" VSOP 40%",0,0,0.7,0,47.95,231,0,0,0,1617,0,0,0
"ბრენდი ""სომხური სიმბოლო""",0,0,0.5,0,16.95,230,0,0,0,1150,0,0,0
"ვისკი ""Old Level"" წითელი 40%",0,0,0.7,0,19.99,231,0,0,0,1617,0,0,0
"ვისკი ""JOHNNIE WALKER"" წითელი 40%",0,0,1,0,84.95,231,0,0,0,2310,0,0,0
